Sample,Task,Mean Tonic,Max Slope,Num Peaks,Mean Amplitude,Std Amplitude,Total Power,EDASymp Power,subject_id,Mean Tonic_norm,Max Slope_norm,Num Peaks_norm,Mean Amplitude_norm,Std Amplitude_norm,Total Power_norm,EDASymp Power_norm
s5,task2,0.3047357693590849,0.0111197395540304,9,0.037087736375867,0.0295427354539904,7.611877762484649e-05,4.3185364864794466e-05,s5,0.6314736610597312,0.9999990399921285,0.3181818180371901,0.32171442819152013,0.4208525771657962,0.3715548298817701,0.43852656086150116
s5,task3,0.3617865353581979,0.0043140398774934,2,0.1032540461272246,0.0671618070065181,0.0002032666818021,9.796816118060702e-05,s5,0.9999999354037991,0.3466465138860686,0.0,0.9999998974877893,0.9999998460495582,0.9999505775772113,0.9998975278728426
s6,rest0,0.4628291551452379,0.0063680176824423,4,0.0661044401922608,0.0305427484252354,0.0001193099129704,7.898455724632881e-05,s6,0.0,0.0,0.0,0.03156493259603484,0.0,0.0,0.0
s6,task1,0.4874067512608197,0.0099951427763769,9,0.0506715586469593,0.0421046673033716,0.0002812065170618,0.0001572927654983,s6,0.013163212620233176,0.020604852751153674,0.5555555549382716,0.0,0.05191791704210231,0.005376838107257802,0.003940699034116404
s6,task2,1.879141213310581,0.0980803104791002,13,0.4181598542863423,0.2312783399094412,0.0247704330068344,0.0199506286912012,s6,0.7585451673368074,0.5209961717906773,0.9999999988888888,0.7516252391129351,0.9013879007387002,0.8187021511764473,0.9999994967706295
s6,task3,2.329971827153092,0.1824005732988851,10,0.5395964496695634,0.2532388621691864,0.0302293015276494,0.0167521300308097,s6,0.999999994644223,0.9999999431923294,0.6666666659259258,0.9999999795469612,0.9999999550957609,0.9999996678844415,0.8390416500392798
s7,rest0,0.0752219544345278,0.0056263553499222,2,0.0049937990072923,0.0006023633803317,0.0001225388098589,7.900111693283124e-05,s7,0.0,0.9999971602664982,0.0,0.0,0.0,0.629133079741423,0.7927741187173062
s7,task1,0.0866244870504721,0.002672773680686,7,0.0206375717530602,0.0183995934538712,5.517353561749867e-05,2.7228275926328655e-05,s7,0.29093026630538726,0.16125867863253188,0.3571428568877551,0.29744081777103343,0.5379818459966589,0.0,0.0
s7,task2,0.0977114648415497,0.0021049081449514,16,0.015966381791466,0.0222382768950622,0.000113896291744,5.71736848481892e-05,s7,0.5738092994045614,0.0,0.9999999992857143,0.208625761152655,0.6540191167042589,0.548419476188594,0.4585405147976263
s7,task3,0.1144152974010258,0.0034665772929672,4,0.0575883618134036,0.0336838229614633,0.0001622398862508,9.252419319097156e-05,s7,0.9999997448546949,0.3866777497945176,0.14285714275510203,0.9999998098663138,0.9999996977159682,0.9999066086961234,0.9998468745188974
s8,rest0,0.3554675105629214,0.0116676773580449,17,0.030572785240976,0.0199542278189948,0.0002166844344692,0.0001163874510991,s8,0.9999999343634568,0.08110172011327134,0.9999999983333333,0.0,0.0,0.0,0.0
s8,task1,0.353892347584637,0.0528889196001113,11,0.0440578836995913,0.0335664987079284,0.000475491915238,0.0003201449477769,s8,0.9896611090660257,0.9999997770814252,0.0,0.8511492465581562,0.9999992653692588,0.9999613627334202,0.9999509244596757
s8,task2,0.2031133668781883,0.0080295004942611,11,0.0305999014797814,0.0287444263174559,0.0002845731879232,0.0001468577709948,s8,0.0,0.0,0.0,0.0017115163303803517,0.645755003895584,0.26230358649787094,0.14953474127367866
